"Water Year,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep"
"1992,11,0.0,4.0,10.4,11.9,12.9,20.4,20.9,5.7,0.0,0.0,0.0,0.0"
"1992,12,0.0,3.9,10.4,11.9,14.0,20.1,20.2,4.6,0.0,0.0,0.0,0.0"
"1992,13,0.0,4.0,10.4,11.9,14.2,20.1,19.6,3.0,0.0,0.0,0.0,0.0"
"1992,14,0.0,4.0,10.4,12.1,14.8,20.1,19.1,1.8,0.0,0.0,0.0,0.0"
"1992,15,0.0,4.6,10.4,12.4,14.9,20.1,18.4,0.9,0.0,0.0,0.0,0.0"
"1992,16,0.0,4.6,10.4,12.4,15.0,20.1,18.0,0.4,0.0,0.0,0.0,0.0"
"1992,17,0.0,4.6,10.4,12.4,15.7,20.1,17.8,0.0,0.0,0.0,0.0,0.0"
"1992,18,0.0,5.5,10.4,12.4,16.1,20.6,18.1,0.0,0.0,0.0,0.0,0.0"
"1992,19,0.0,7.0,10.6,12.4,16.2,21.1,19.2,0.0,0.0,0.0,0.0,0.0"
"1992,20,0.0,7.0,10.6,12.4,16.4,21.1,19.3,0.0,0.0,0.0,0.0,0.0"
"1992,21,0.0,7.7,10.7,12.4,17.1,21.2,19.3,0.0,0.0,0.0,0.0,0.0"
"1992,22,0.0,8.5,10.7,12.4,17.3,21.2,19.8,0.0,0.0,0.0,0.0,0.0"
"1992,23,0.0,8.5,10.7,12.4,18.2,21.5,19.8,0.0,0.0,0.0,0.0,0.0"
"1992,24,0.4,8.6,10.7,12.4,18.2,21.8,19.8,0.0,0.0,0.0,0.0,0.0"
"1992,25,0.4,8.7,10.7,12.4,18.4,22.1,20.1,0.0,0.0,0.0,0.0,0.0"
"1992,26,0.5,8.8,10.7,12.4,18.4,22.2,19.7,0.0,0.0,0.0,0.0,0.0"
"1992,27,1.9,8.9,10.7,12.4,18.5,22.8,18.3,0.0,0.0,0.0,0.0,0.0"
"1992,28,2.4,8.9,10.7,12.4,18.6,22.8,16.9,0.0,0.0,0.0,0.0,0.0"
"1992,29,2.8,9.0,10.7,12.4,18.7,22.8,15.9,0.0,0.0,0.0,0.0,0.0"
"1992,30,2.8,9.3,10.7,12.4,,22.8,14.5,0.0,0.0,0.0,0.0,0.0"
"1992,31,2.8,,10.8,12.4,,22.9,,0.0,,0.0,0.0,"
"1993,01,0.0,3.7,10.9,17.5,30.2,41.1,48.5,57.0,37.8,0.0,0.0,0.0"
"1993,02,0.0,4.7,10.9,17.5,30.4,41.1,49.4,57.0,36.5,0.0,0.0,0.0"
"1993,03,0.0,4.9,10.9,19.4,30.4,41.1,49.8,57.0,35.6,0.0,0.0,0.0"
"1993,04,0.0,6.7,10.9,19.4,30.5,41.1,50.0,58.3,35.7,0.0,0.0,0.0"
"1993,05,0.0,6.8,11.0,19.4,30.6,41.1,50.4,59.1,36.3,0.0,0.0,0.0"
"1993,06,0.0,7.0,11.1,19.4,30.6,41.2,50.4,60.0,35.9,0.0,0.0,0.0"
"1993,07,0.0,7.1,11.1,19.7,30.7,41.3,51.4,62.6,35.9,0.0,0.0,0.0"
"1993,08,0.0,7.2,11.2,20.4,30.8,41.3,51.8,64.2,37.2,0.0,0.0,0.0"
"1993,09,0.0,7.3,11.4,20.8,31.3,41.3,52.1,65.8,37.6,0.0,0.0,0.0"
"1993,10,0.0,7.3,11.7,22.2,31.5,41.5,52.4,66.3,37.8,0.0,0.0,0.0"
"1993,11,0.0,7.3,11.8,23.8,31.9,41.6,52.4,66.9,38.2,0.0,0.0,0.0"
"1993,12,0.0,7.3,13.3,24.5,32.2,41.8,52.5,66.6,36.9,0.0,0.0,0.0"
"1993,13,0.0,7.4,13.6,24.7,32.3,42.1,53.0,65.7,35.2,0.0,0.0,0.0"
"1993,14,0.0,7.4,13.7,24.9,32.5,42.2,53.1,64.1,33.1,0.0,0.0,0.0"
"1993,15,0.0,7.4,13.7,25.4,32.7,43.0,53.1,62.9,30.7,0.0,0.0,0.0"
"1993,16,0.0,7.4,14.0,25.6,32.7,43.4,53.2,61.0,28.1,0.0,0.0,0.0"
"1993,17,0.0,7.4,14.0,26.5,32.8,43.9,53.3,59.6,25.8,0.0,0.0,0.0"
"1993,18,0.0,7.4,14.4,26.6,33.0,45.6,53.3,57.2,24.9,0.0,0.0,0.0"
"1993,19,0.0,7.4,14.6,27.3,34.5,46.1,55.4,54.8,22.9,0.0,0.0,0.0"
"1993,20,0.0,8.0,14.6,27.4,36.1,46.2,55.4,52.5,20.3,0.0,0.0,0.0"
"1993,21,0.0,8.3,14.6,27.5,37.7,46.2,55.4,50.2,17.0,0.0,0.0,0.0"
"1993,22,0.0,8.3,14.7,28.0,37.8,46.3,55.4,48.7,14.3,0.0,0.0,0.0"
"1993,23,0.0,10.1,14.7,29.2,38.3,46.3,55.6,47.7,11.0,0.0,0.0,0.0"
"1993,24,0.0,10.7,14.8,29.3,39.9,46.4,55.7,46.8,8.0,0.0,0.0,0.0"
"1993,25,0.0,10.7,14.8,29.6,40.6,46.8,56.5,46.0,4.5,0.0,0.0,0.0"
"1993,26,0.0,10.7,14.8,29.7,40.9,46.9,56.6,45.1,2.2,0.0,0.0,0.0"
"1993,27,0.0,10.7,14.8,29.7,41.0,47.1,56.7,44.4,1.6,0.0,0.0,0.0"
"1993,28,0.0,10.7,15.0,29.8,41.1,47.3,56.7,43.3,1.3,0.0,0.0,0.0"
"1993,29,0.0,10.8,15.8,29.8,,47.6,56.7,41.7,0.0,0.0,0.0,0.0"
"1993,30,1.1,10.8,16.6,29.8,,48.0,56.9,40.4,0.0,0.0,0.0,0.0"
"1993,31,2.7,,17.5,29.9,,48.4,,39.3,,0.0,0.0,"
"1994,01,0.0,0.7,4.0,6.3,12.0,23.7,28.7,29.0,0.5,0.0,0.0,0.0"
"1994,02,0.0,0.7,4.1,6.5,12.0,23.9,29.0,29.3,0.0,0.0,0.0,0.0"
"1994,03,0.0,0.7,4.4,6.5,12.0,24.2,29.1,29.2,0.0,0.0,0.0,0.0"
"1994,04,0.0,0.9,4.4,6.5,12.0,24.2,29.5,29.5,0.0,0.0,0.0,0.0"
"1994,05,0.0,0.9,4.6,6.6,12.0,24.2,29.8,29.1,0.0,0.0,0.0,0.0"
"1994,06,0.0,1.0,4.7,7.9,12.0,24.4,30.1,28.5,0.0,0.0,0.0,0.0"
"1994,07,0.0,1.0,4.7,9.5,12.5,24.4,30.1,28.0,0.0,0.0,0.0,0.0"
"1994,08,0.5,1.1,4.7,9.5,15.6,24.4,30.6,27.4,0.0,0.0,0.0,0.0"
"1994,09,0.5,1.2,4.7,9.5,16.4,24.5,30.7,26.2,0.0,0.0,0.0,0.0"
"1994,10,0.4,1.2,4.7,10.0,17.1,24.5,30.8,25.6,0.0,0.0,0.0,0.0"
"1994,11,0.1,1.2,4.7,10.0,18.1,24.8,30.8,24.8,0.0,0.0,0.0,0.0"
"1994,12,0.1,1.2,4.7,10.0,19.0,25.2,31.7,24.8,0.0,0.0,0.0,0.0"
"1994,13,0.1,1.2,6.1,10.0,19.0,25.5,31.8,23.0,0.0,0.0,0.0,0.0"
"1994,14,0.0,1.2,6.1,10.1,19.0,25.5,31.8,21.8,0.0,0.0,0.0,0.0"
"1994,15,0.2,1.2,6.1,10.1,19.0,25.5,31.8,20.6,0.0,0.0,0.0,0.0"
"1994,16,0.8,1.2,6.1,10.1,19.0,25.5,31.9,18.9,0.0,0.0,0.0,0.0"
"1994,17,0.9,1.2,6.2,10.3,19.0,25.5,31.9,18.4,0.0,0.0,0.0,0.0"
"1994,18,1.4,1.2,6.2,10.3,19.7,25.5,31.9,18.4,0.0,0.0,0.0,0.0"
"1994,19,1.4,1.6,6.2,10.3,20.4,25.6,31.2,17.6,0.0,0.0,0.0,0.0"
"1994,20,1.4,1.6,6.2,10.3,20.7,27.2,30.5,17.2,0.0,0.0,0.0,0.0"
"1994,21,1.3,1.6,6.2,10.3,20.9,27.6,29.8,16.7,0.0,0.0,0.0,0.0"
"1994,22,1.0,1.6,6.2,10.3,21.7,27.6,28.8,15.6,0.0,0.0,0.0,0.0"
"1994,23,1.0,3.3,6.3,10.6,21.9,28.3,28.1,14.4,0.0,0.0,0.0,0.0"
"1994,24,1.0,3.7,6.3,10.6,21.9,28.4,27.4,12.9,0.0,0.0,0.0,0.0"
"1994,25,0.8,3.9,6.3,11.0,21.9,28.5,27.4,11.4,0.0,0.0,0.0,0.0"
"1994,26,0.6,3.9,6.3,11.0,22.9,28.6,27.5,9.9,0.0,0.0,0.0,0.0"
"1994,27,0.6,3.9,6.3,11.5,23.3,28.6,28.0,8.4,0.0,0.0,0.0,0.0"
"1994,28,0.5,3.9,6.3,11.9,23.7,28.7,28.3,6.9,0.0,0.0,0.0,0.0"
"1994,29,0.5,3.9,6.3,11.9,,28.7,28.8,5.4,0.0,0.0,0.0,0.0"
"1994,30,0.7,3.9,6.3,12.0,,28.7,29.0,3.9,0.0,0.0,0.0,0.0"
"1994,31,0.7,,6.3,12.0,,28.7,,2.4,,0.0,0.0,"
"1995,01,0.0,1.9,11.7,15.9,28.0,34.6,50.1,54.9,51.9,17.4,0.0,0.0"
"1995,02,0.0,1.9,11.7,15.9,28.0,35.0,50.1,55.4,50.7,16.2,0.0,0.0"
"1995,03,0.0,2.4,11.7,15.9,28.0,35.4,50.1,56.7,49.8,15.0,0.0,0.0"
"1995,04,0.3,2.5,11.8,16.0,28.0,38.0,49.9,56.7,49.0,13.8,0.0,0.0"
"1995,05,0.3,2.5,12.1,16.1,28.0,38.3,49.9,56.3,47.5,12.2,0.0,0.0"
"1995,06,1.3,3.0,12.3,16.8,28.0,38.6,49.8,56.7,46.7,10.3,0.0,0.0"
"1995,07,1.4,3.0,13.4,17.6,28.0,38.6,49.8,57.6,46.1,8.1,0.0,0.0"
"1995,08,1.3,3.0,13.7,17.8,28.1,38.6,49.9,57.4,45.5,6.0,0.0,0.0"
"1995,09,1.1,3.0,13.7,17.8,28.3,39.3,50.6,57.0,45.4,4.2,0.0,0.0"
"1995,10,0.9,3.0,13.7,18.0,28.3,40.0,51.9,56.2,45.3,1.8,0.0,0.0"
"1995,11,0.5,3.0,13.7,18.3,28.7,42.2,52.0,56.0,44.8,0.7,0.0,0.0"
"1995,12,0.1,3.1,13.7,19.3,29.8,44.3,52.0,57.6,44.0,0.0,0.0,0.0"
"1995,13,0.0,4.2,13.9,19.5,30.2,44.4,52.0,58.6,42.8,0.0,0.0,0.0"
"1995,14,0.0,5.1,15.1,20.1,30.8,44.4,52.0,58.6,41.5,0.0,0.0,0.0"
"1995,15,1.5,5.1,15.1,20.4,34.4,44.4,52.8,58.9,40.2,0.0,0.0,0.0"
"1995,16,1.8,5.1,15.2,23.4,34.4,44.4,53.0,58.2,38.6,0.0,0.0,0.0"
"1995,17,1.8,7.0,15.2,24.3,34.4,44.4,53.0,58.2,37.3,0.0,0.0,0.0"
"1995,18,2.4,7.8,15.2,24.9,34.4,44.4,53.3,57.7,36.8,0.0,0.0,0.0"
"1995,19,2.9,8.1,15.4,24.9,34.4,45.7,53.5,57.3,36.2,0.0,0.0,0.0"
"1995,20,2.8,8.1,15.4,24.9,34.4,46.2,54.3,56.8,35.3,0.0,0.0,0.0"
"1995,21,2.7,8.5,15.4,24.9,34.4,46.2,54.2,56.5,34.2,0.0,0.0,0.0"
"1995,22,2.6,8.5,15.4,24.9,34.4,47.8,54.2,55.9,32.7,0.0,0.0,0.0"
"1995,23,2.5,8.5,15.4,24.9,34.4,48.6,54.2,55.5,31.3,0.0,0.0,0.0"
"1995,24,2.4,8.5,15.4,24.9,34.4,49.6,54.0,55.5,30.0,0.0,0.0,0.0"
"1995,25,2.4,8.5,15.9,25.1,34.4,50.1,53.7,55.9,28.5,0.0,0.0,0.0"
"1995,26,2.3,8.8,15.9,25.6,34.4,50.1,53.9,56.3,26.6,0.0,0.0,0.0"
"1995,27,2.2,9.6,15.9,26.5,34.4,50.1,53.7,56.6,24.2,0.0,0.0,0.0"
"1995,28,2.1,10.3,15.9,27.0,34.5,50.1,53.2,56.0,22.0,0.0,0.0,0.0"
"1995,29,2.0,11.6,15.9,27.0,,50.1,53.2,55.0,20.0,0.0,0.0,0.0"
"1995,30,1.9,11.7,15.9,27.0,,50.1,54.2,53.6,18.8,0.0,0.0,0.3"
"1995,31,1.9,,15.9,27.0,,50.1,,52.4,,0.0,0.0,"
"1996,01,0.0,0.4,5.2,11.4,26.4,35.7,44.5,50.2,31.8,0.0,0.0,0.0"
"1996,02,0.0,0.5,5.2,12.0,26.4,35.7,44.5,49.7,30.5,0.0,0.0,0.0"
"1996,03,0.0,0.7,5.2,12.1,26.4,35.7,45.2,49.5,29.5,0.0,0.0,0.0"
"1996,04,0.5,0.8,5.2,12.2,26.4,35.7,45.5,49.2,28.6,0.0,0.0,0.0"
"1996,05,1.5,1.0,6.5,12.5,27.0,36.2,45.8,48.8,27.2,0.0,0.0,0.0"
"1996,06,1.3,1.0,7.1,12.5,27.1,38.3,45.7,48.5,25.7,0.0,0.0,0.0"
"1996,07,1.2,1.0,7.3,12.5,27.1,38.9,45.6,48.2,23.7,0.0,0.0,0.0"
"1996,08,1.2,1.0,7.5,12.5,27.2,38.9,45.2,47.6,21.4,0.0,0.0,0.0"
"1996,09,1.1,1.0,7.5,12.5,27.2,38.9,44.9,47.8,18.7,0.0,0.0,0.0"
"1996,10,0.8,2.3,7.5,12.5,27.3,38.9,44.6,48.0,16.2,0.0,0.0,0.0"
"1996,11,0.2,3.1,7.5,12.9,27.3,38.9,44.5,48.2,14.1,0.0,0.0,0.0"
"1996,12,0.0,3.1,7.5,13.0,27.4,38.9,44.7,48.2,11.5,0.0,0.0,0.0"
"1996,13,0.0,3.4,8.1,13.0,27.4,39.3,45.9,47.6,8.8,0.0,0.0,0.0"
"1996,14,0.0,3.4,8.5,13.0,27.5,39.8,47.1,46.6,6.2,0.0,0.0,0.0"
"1996,15,0.0,3.3,8.5,13.0,27.5,40.0,47.3,45.0,3.3,0.0,0.0,0.0"
"1996,16,0.0,3.3,8.5,13.0,27.5,40.0,47.3,42.5,1.2,0.0,0.0,0.0"
"1996,17,0.0,3.2,8.6,13.9,27.6,40.0,47.8,41.6,0.4,0.0,0.0,1.0"
"1996,18,0.0,3.1,8.6,16.3,27.9,40.1,49.1,40.2,0.0,0.0,0.0,1.3"
"1996,19,0.0,3.0,8.6,16.4,28.3,40.1,51.9,39.8,0.0,0.0,0.0,1.1"
"1996,20,0.0,2.9,8.6,18.2,28.4,40.1,52.1,39.3,0.0,0.0,0.0,1.1"
"1996,21,0.0,2.9,8.6,18.6,30.1,40.1,52.9,38.1,0.0,0.0,0.0,0.5"
"1996,22,0.3,2.9,8.6,19.7,31.5,40.4,52.9,36.8,0.0,0.0,0.0,0.0"
"1996,23,1.3,2.8,8.6,19.7,33.1,41.1,52.5,36.3,0.0,0.0,0.0,0.0"
"1996,24,1.2,2.8,8.6,20.1,33.4,42.1,52.3,36.0,0.0,0.0,0.0,0.0"
"1996,25,1.2,2.8,8.6,21.0,34.0,42.5,52.1,35.4,0.0,0.0,0.0,0.0"
"1996,26,1.2,2.6,8.6,22.9,34.7,42.7,51.9,35.2,0.0,0.0,0.0,0.0"
"1996,27,1.2,4.3,8.6,23.3,35.6,42.9,51.5,35.2,0.0,0.0,0.0,0.0"
"1996,28,1.1,4.8,8.6,24.1,35.7,43.0,50.9,34.6,0.0,0.0,0.0,0.0"
"1996,29,1.0,5.2,8.6,24.6,35.7,44.2,50.6,34.1,0.0,0.0,0.0,0.0"
"1996,30,0.8,5.2,8.6,24.9,,44.3,50.4,33.5,0.0,0.0,0.0,0.0"
"1996,31,0.6,,10.2,25.7,,44.5,,33.0,,0.0,0.0,"
"1997,01,0.0,3.5,8.0,21.3,38.0,46.0,52.6,57.2,27.3,0.0,0.0,0.0"
"1997,02,0.0,3.5,9.4,21.3,38.0,46.1,53.2,57.9,24.3,0.0,0.0,0.0"
"1997,03,0.0,3.5,9.5,21.8,38.8,46.8,53.7,57.9,21.7,0.0,0.0,0.0"
"1997,04,0.0,3.5,10.0,23.3,39.0,46.9,54.1,58.1,18.4,0.0,0.0,0.0"
"1997,05,0.0,4.6,10.2,23.6,39.3,47.2,54.7,58.3,15.8,0.0,0.0,0.0"
"1997,06,0.0,4.9,11.0,24.0,40.0,47.5,55.8,58.0,14.0,0.0,0.0,0.0"
"1997,07,0.0,4.9,11.3,24.4,40.1,47.5,56.0,56.8,11.8,0.0,0.0,0.0"
"1997,08,0.0,4.9,11.3,25.3,40.1,47.5,56.0,55.8,10.2,0.0,0.0,0.0"
"1997,09,0.0,4.9,11.3,25.6,40.1,47.5,56.0,55.2,9.0,0.0,0.0,0.0"
"1997,10,0.0,4.9,12.3,26.0,40.1,47.5,56.3,54.5,7.4,0.0,0.0,0.0"
"1997,11,0.0,4.9,14.1,26.0,40.1,47.5,56.3,53.7,5.7,0.0,0.0,0.0"
"1997,12,0.0,4.9,15.1,28.1,40.1,47.5,56.6,52.6,3.9,0.0,0.0,0.0"
"1997,13,0.0,4.6,15.1,29.1,40.9,47.5,56.8,51.0,2.9,0.0,0.0,0.0"
"1997,14,0.0,4.6,15.4,29.5,41.2,47.5,56.9,49.6,2.1,0.0,0.0,0.0"
"1997,15,0.0,4.5,15.7,29.5,41.4,47.5,56.6,48.1,1.3,0.0,0.0,0.0"
"1997,16,0.0,4.9,15.7,29.5,41.4,47.5,56.3,46.6,1.0,0.0,0.0,0.0"
"1997,17,0.2,5.1,16.6,29.5,41.5,47.5,56.3,45.2,0.3,0.0,0.0,0.0"
"1997,18,0.0,5.4,16.8,29.5,42.3,47.8,56.3,43.9,0.0,0.0,0.0,0.0"
"1997,19,0.0,5.4,16.8,29.5,42.5,48.3,56.3,41.9,0.0,0.0,0.0,0.0"
"1997,20,0.5,5.4,16.8,29.5,42.9,48.3,56.3,40.2,0.0,0.0,0.0,0.0"
"1997,21,0.6,5.4,16.8,29.7,43.1,48.3,56.7,38.9,0.0,0.0,0.0,0.0"
"1997,22,0.6,5.7,16.8,31.0,43.1,48.3,56.2,37.4,0.0,0.0,0.0,0.0"
